model,trajectory,window_start,horizon,rel_l2,mvpe,velocity_squared_error
plain_piv_cno,8850_10,300,1,0.16586680710315704,0.27328333258628845,0.00017414841568097472
plain_piv_cno,8850_10,320,1,0.16795533895492554,0.27230995893478394,0.00017380948702339083
plain_piv_cno,8850_10,340,1,0.16711120307445526,0.23323707282543182,0.00017490099708084017
plain_piv_cno,8850_10,360,1,0.16292345523834229,0.24113360047340393,0.00016752132796682417
plain_piv_cno,8850_10,380,1,0.16583524644374847,0.25664985179901123,0.00017143459990620613
plain_piv_cno,8850_10,400,1,0.15179266035556793,0.2390628457069397,0.00014410268340725452
plain_piv_cno,8850_10,420,1,0.1628149449825287,0.24165597558021545,0.00016775565745774657
plain_piv_cno,8850_10,440,1,0.16089816391468048,0.22537587583065033,0.0001616413937881589
plain_piv_cno,8850_10,460,1,0.15915551781654358,0.19835582375526428,0.000158922397531569
plain_piv_cno,8850_10,480,1,0.16345670819282532,0.25335484743118286,0.00016870468971319497
plain_piv_cno,8850_10,500,1,0.15959784388542175,0.20621854066848755,0.00016099074855446815
plain_piv_cno,8850_10,520,1,0.1548290103673935,0.2620218098163605,0.00014875290798954666
plain_piv_cno,8850_10,540,1,0.14902807772159576,0.20116429030895233,0.00014310210826806724
plain_piv_cno,8850_10,560,1,0.15132182836532593,0.2616878151893616,0.00014743339852429926
plain_piv_cno,8850_10,580,1,0.15773682296276093,0.22814491391181946,0.000156793073983863
plain_piv_cno,8850_10,600,1,0.15902459621429443,0.2443598359823227,0.00016158864309545606
plain_piv_cno,8850_10,620,1,0.1603858768939972,0.22116251289844513,0.00016329555364791304
plain_piv_cno,8850_10,640,1,0.17361325025558472,0.2456042468547821,0.00018419109983369708
plain_piv_cno,8850_10,660,1,0.1614595353603363,0.22238174080848694,0.00015988721861504018
plain_piv_cno,8850_10,680,1,0.1641271710395813,0.24693536758422852,0.00016604192205704749
plain_piv_cno,8850_10,700,1,0.15266244113445282,0.20855601131916046,0.00014264840865507722
plain_piv_cno,8850_10,720,1,0.1510547399520874,0.2403014451265335,0.00014629127690568566
plain_piv_cno,8850_10,740,1,0.14778728783130646,0.1792144477367401,0.00014070345787331462
plain_piv_cno,8850_10,760,1,0.15541303157806396,0.19005510210990906,0.0001581500837346539
plain_piv_cno,8850_10,780,1,0.16103826463222504,0.19571225345134735,0.0001631139311939478
plain_piv_cno,8850_10,800,1,0.1559973806142807,0.2066376656293869,0.00015256277401931584
plain_piv_cno,8850_10,820,1,0.15235160291194916,0.24696795642375946,0.0001435777812730521
plain_piv_cno,11400_10,0,1,0.16413819789886475,0.22829756140708923,0.0002690718392841518
plain_piv_cno,11400_10,20,1,0.14631792902946472,0.19896799325942993,0.00021647002722602338
plain_piv_cno,11400_10,40,1,0.14551076292991638,0.19313767552375793,0.00022213486954569817
plain_piv_cno,11400_10,60,1,0.146101176738739,0.19266223907470703,0.00023099542886484414
plain_piv_cno,11400_10,80,1,0.15150299668312073,0.2306593954563141,0.0002441676042508334
plain_piv_cno,11400_10,100,1,0.14074474573135376,0.20366200804710388,0.00020800417405553162
plain_piv_cno,11400_10,120,1,0.14142388105392456,0.20764073729515076,0.00021087320055812597
plain_piv_cno,11400_10,140,1,0.1546107828617096,0.2343231737613678,0.00024586389190517366
plain_piv_cno,11400_10,160,1,0.15197411179542542,0.22040949761867523,0.00024148408556357026
plain_piv_cno,11400_10,180,1,0.14748241007328033,0.1893991380929947,0.00023838522611185908
plain_piv_cno,11400_10,200,1,0.14701776206493378,0.23463308811187744,0.00022973434533923864
plain_piv_cno,11400_10,220,1,0.15311002731323242,0.250764399766922,0.0002405318955425173
plain_piv_cno,11400_10,240,1,0.1526770293712616,0.2557103633880615,0.00023839218192733824
plain_piv_cno,11400_10,260,1,0.15545772016048431,0.22740307450294495,0.00023927605070639402
plain_piv_cno,11400_10,280,1,0.14676114916801453,0.1981399953365326,0.0002154381072614342
plain_piv_cno,11400_10,300,1,0.1388053447008133,0.2085386961698532,0.00021134635608177632
plain_piv_cno,11400_10,320,1,0.13782227039337158,0.17973408102989197,0.00020871641754638404
plain_piv_cno,11400_10,340,1,0.15489839017391205,0.2560861110687256,0.00024898003903217614
