window,rms,norm,relative_to_global_output
287,0.0010436073644086719,0.0014758837642148137,0.009946412406861782
288,0.0010339110158383846,0.0014621710870414972,0.00998824555426836
289,0.0010389942908659577,0.0014693597331643105,0.009990410879254341
290,0.0010552197927609086,0.001492306124418974,0.009989040903747082
291,0.0010625636205077171,0.0015026918845251203,0.01000725757330656
292,0.001040085917338729,0.0014709036331623793,0.009996941313147545
293,0.0010305128525942564,0.0014573652297258377,0.009962703101336956
294,0.0010178344091400504,0.0014394352911040187,0.009936127811670303
295,0.001015005400404334,0.0014354343293234706,0.009924394078552723
296,0.0010327274212613702,0.0014604971511289477,0.009976742789149284
297,0.0010739951394498348,0.0015188585966825485,0.009984725154936314
298,0.0010500069474801421,0.0014849341241642833,0.010007343254983425
299,0.0010360071901232004,0.0014651353703811765,0.009957474656403065
300,0.001040337374433875,0.0014712591655552387,0.009975267574191093
301,0.0010237913811579347,0.0014478596858680248,0.009977033361792564
302,0.0010370399104431272,0.0014665959170088172,0.009959751740098
303,0.001060398994013667,0.0014996306272223592,0.009961853735148907
304,0.0010574067709967494,0.00149539893027395,0.009966735728085041
305,0.0010383797343820333,0.0014684905763715506,0.010004143230617046
306,0.0010324098402634263,0.0014600480208173394,0.009996379725635052
307,0.0010223559802398086,0.0014458297519013286,0.009987776167690754
308,0.0010151780443266034,0.0014356785686686635,0.009940922260284424
309,0.0010223382851108909,0.0014458047226071358,0.009902284480631351
310,0.001043234602548182,0.0014753566356375813,0.009942092932760715
311,0.001043948926962912,0.0014763666549697518,0.009980203583836555
312,0.0010531675070524216,0.0014894037740305066,0.009978195652365685
313,0.0010546424891799688,0.0014914897037670016,0.009995296597480774
314,0.0010391554096713662,0.0014695876743644476,0.009964058175683022
315,0.0010342169553041458,0.0014626036863774061,0.009973256848752499
316,0.0010458844481036067,0.0014791039284318686,0.009992631152272224
317,0.0010412023402750492,0.0014724823413416743,0.009975340217351913
318,0.0010500793578103185,0.0014850364532321692,0.009991046972572803
319,0.0010501283686608076,0.001485105836763978,0.01000041514635086
320,0.0010529381688684225,0.0014890792081132531,0.010042552836239338
321,0.001032044761814177,0.0014595316024497151,0.009984626434743404
322,0.001032024621963501,0.0014595033135265112,0.010011103004217148
323,0.0022603459656238556,0.003196612000465393,0.011137825436890125
