experiment,trajectory,window_start,horizon,rel_l2,mvpe,velocity_squared_error,pred_speed_mean,target_speed_mean
LOSS-E0-best,10125_0.h5,180,6,0.1020701676607132,0.05517116189002991,0.00018138455925509334,0.12147060036659241,0.12039723992347717
LOSS-E0-best,10125_0.h5,180,7,0.1042625829577446,0.055509619414806366,0.00018951768288388848,0.12054605782032013,0.12043707072734833
LOSS-E0-best,10125_0.h5,180,8,0.10785593837499619,0.05868015065789223,0.00020318507449701428,0.12062069028615952,0.12058659642934799
LOSS-E0-best,10125_0.h5,180,9,0.10869539529085159,0.05878886952996254,0.00020677625434473157,0.120045006275177,0.12070183455944061
LOSS-E0-best,10125_0.h5,180,10,0.10766185820102692,0.05776228383183479,0.00020320725161582232,0.12028969824314117,0.12081663310527802
LOSS-E0-best,10125_0.h5,180,11,0.10665442794561386,0.05863383039832115,0.00019986821280326694,0.1211453229188919,0.12102405726909637
LOSS-E0-best,10125_0.h5,180,12,0.10657666623592377,0.05848947539925575,0.00020013461471535265,0.12144351005554199,0.12115553766489029
LOSS-E0-best,10125_0.h5,180,13,0.10605673491954803,0.05932687968015671,0.00019830632663797587,0.12129896879196167,0.121179960668087
LOSS-E0-best,10125_0.h5,180,14,0.10777458548545837,0.06291704624891281,0.0002050773473456502,0.1216573640704155,0.12136007100343704
LOSS-E0-best,10125_0.h5,180,15,0.1082206517457962,0.06455400586128235,0.00020663696341216564,0.12247667461633682,0.1212584525346756
LOSS-E0-best,10125_0.h5,180,16,0.11202287673950195,0.06595037132501602,0.00022128663840703666,0.12249375879764557,0.12120501697063446
LOSS-E0-best,10125_0.h5,180,17,0.10986314713954926,0.06117827072739601,0.0002130205975845456,0.12119482457637787,0.12125606834888458
LOSS-E0-best,10125_0.h5,180,18,0.10879544168710709,0.06068878620862961,0.0002087850880343467,0.12251770496368408,0.12108989804983139
LOSS-E0-best,10125_0.h5,180,19,0.11227750033140182,0.06305374205112457,0.00022230124159250408,0.12503878772258759,0.12104418873786926
LOSS-E0-best,10125_0.h5,180,20,0.1299952268600464,0.07303532212972641,0.00029743206687271595,0.1249975711107254,0.12091118097305298
