experiment,horizon,rel_l2,mvpe,velocity_squared_error,pred_speed_mean,pred_speed_std,target_speed_mean,target_speed_std
LOSS-E2-best,17,0.11241191625595093,0.05095313861966133,0.000520955421961844,0.15486422181129456,0.11502552032470703,0.157064288854599,0.11861063539981842
LOSS-E2-best,18,0.112992063164711,0.04786260053515434,0.0005359490751288831,0.15658167004585266,0.11455442011356354,0.15705251693725586,0.11862937361001968
LOSS-E2-best,19,0.1148906797170639,0.04825041443109512,0.0005530018243007362,0.15753759443759918,0.11570645123720169,0.15704819560050964,0.11866152286529541
LOSS-E2-best,20,0.11643407493829727,0.05198631063103676,0.0005748816183768213,0.15686599910259247,0.11560188233852386,0.15703967213630676,0.1186535581946373
LOSS-E3-best,1,0.08389343321323395,0.04542849585413933,0.00023065993445925415,0.15542741119861603,0.11509258300065994,0.15705075860023499,0.118636853992939
LOSS-E3-best,2,0.07944557815790176,0.03568175807595253,0.00022108391567599028,0.15569078922271729,0.11625958234071732,0.15706518292427063,0.11862729489803314
LOSS-E3-best,3,0.08474268019199371,0.037459976971149445,0.00025478031602688134,0.15859831869602203,0.11661107838153839,0.15707311034202576,0.11861002445220947
LOSS-E3-best,4,0.08519741147756577,0.03476491570472717,0.0002808712306432426,0.1586260199546814,0.11730827391147614,0.15707175433635712,0.11861182004213333
LOSS-E3-best,5,0.08740025758743286,0.03747209534049034,0.0003033375833183527,0.1591103971004486,0.11821921169757843,0.1570601910352707,0.11861609667539597
LOSS-E3-best,6,0.0888131856918335,0.038886070251464844,0.0003183046355843544,0.15915539860725403,0.11745752394199371,0.15706144273281097,0.11860432475805283
LOSS-E3-best,7,0.09065903723239899,0.039557695388793945,0.00033583014737814665,0.15936656296253204,0.1176176518201828,0.15705525875091553,0.11860621720552444
LOSS-E3-best,8,0.09213925153017044,0.04023396968841553,0.00035354893771000206,0.15924383699893951,0.11760621517896652,0.15705163776874542,0.11861393600702286
LOSS-E3-best,9,0.09337422996759415,0.03989299386739731,0.00036596323479898274,0.1590382307767868,0.11749786138534546,0.15701057016849518,0.1186184212565422
LOSS-E3-best,10,0.09516660869121552,0.04141397401690483,0.0003773980133701116,0.15917198359966278,0.1174454465508461,0.15702053904533386,0.11863715201616287
